filename,width,height,class,xmin,ymin,xmax,ymax
1277104314Image000002.jpg,8,10,100_SIGN,178,454,186,464
1277104314Image000002.jpg,7,8,PASS_RIGHT_SIDE,119,457,126,465
1277104314Image000002.jpg,8,8,100_SIGN,24,462,32,470
1277104314Image000002.jpg,10,18,STOP,309,453,319,471
1277104314Image000002.jpg,8,10,100_SIGN,178,454,186,464
1277104314Image000002.jpg,7,8,PASS_RIGHT_SIDE,119,457,126,465
1277104314Image000002.jpg,8,8,100_SIGN,24,462,32,470
1277104314Image000007.jpg,13,18,STOP,324,455,337,473
1277104314Image000007.jpg,10,10,100_SIGN,186,457,196,467
1277104314Image000007.jpg,6,8,PRIORITY_ROAD,190,467,196,475
1277104314Image000007.jpg,8,9,PASS_RIGHT_SIDE,121,459,129,468
1277104314Image000007.jpg,10,8,100_SIGN,28,465,38,473
1277104314Image000007.jpg,13,18,STOP,324,455,337,473
1277104314Image000007.jpg,10,10,100_SIGN,186,457,196,467
1277104314Image000007.jpg,6,8,PRIORITY_ROAD,190,467,196,475
1277104314Image000007.jpg,8,9,PASS_RIGHT_SIDE,121,459,129,468
1277104314Image000007.jpg,10,8,100_SIGN,28,465,38,473
1277104314Image000007.jpg,13,18,STOP,324,455,337,473
1277104314Image000007.jpg,10,10,100_SIGN,186,457,196,467
1277104314Image000007.jpg,6,8,PRIORITY_ROAD,190,467,196,475
1277104314Image000007.jpg,8,9,PASS_RIGHT_SIDE,121,459,129,468
1277104314Image000007.jpg,10,8,100_SIGN,28,465,38,473
1277104314Image000007.jpg,13,18,STOP,324,455,337,473
1277104314Image000007.jpg,10,10,100_SIGN,186,457,196,467
1277104314Image000007.jpg,6,8,PRIORITY_ROAD,190,467,196,475
1277104314Image000007.jpg,8,9,PASS_RIGHT_SIDE,121,459,129,468
1277104314Image000007.jpg,10,8,100_SIGN,28,465,38,473
1277104314Image000007.jpg,13,18,STOP,324,455,337,473
1277104314Image000007.jpg,10,10,100_SIGN,186,457,196,467
1277104314Image000007.jpg,6,8,PRIORITY_ROAD,190,467,196,475
1277104314Image000007.jpg,8,9,PASS_RIGHT_SIDE,121,459,129,468
1277104314Image000007.jpg,10,8,100_SIGN,28,465,38,473
1277104314Image000007.jpg,13,18,STOP,324,455,337,473
1277104314Image000007.jpg,10,10,100_SIGN,186,457,196,467
1277104314Image000007.jpg,6,8,PRIORITY_ROAD,190,467,196,475
1277104314Image000007.jpg,8,9,PASS_RIGHT_SIDE,121,459,129,468
1277104314Image000007.jpg,10,8,100_SIGN,28,465,38,473
1277104314Image000012.jpg,13,21,STOP,350,455,363,476
1277104314Image000012.jpg,10,10,100_SIGN,198,459,208,469
1277104314Image000012.jpg,8,8,PRIORITY_ROAD,201,470,209,478
1277104314Image000012.jpg,8,9,PASS_RIGHT_SIDE,125,459,133,468
1277104314Image000012.jpg,10,11,100_SIGN,31,465,41,476
1277104314Image000012.jpg,13,21,STOP,350,455,363,476
1277104314Image000012.jpg,10,10,100_SIGN,198,459,208,469
1277104314Image000012.jpg,8,8,PRIORITY_ROAD,201,470,209,478
1277104314Image000012.jpg,8,9,PASS_RIGHT_SIDE,125,459,133,468
1277104314Image000012.jpg,10,11,100_SIGN,31,465,41,476
1277104314Image000012.jpg,13,21,STOP,350,455,363,476
1277104314Image000012.jpg,10,10,100_SIGN,198,459,208,469
1277104314Image000012.jpg,8,8,PRIORITY_ROAD,201,470,209,478
1277104314Image000012.jpg,8,9,PASS_RIGHT_SIDE,125,459,133,468
1277104314Image000012.jpg,10,11,100_SIGN,31,465,41,476
1277104314Image000012.jpg,13,21,STOP,350,455,363,476
1277104314Image000012.jpg,10,10,100_SIGN,198,459,208,469
1277104314Image000012.jpg,8,8,PRIORITY_ROAD,201,470,209,478
1277104314Image000012.jpg,8,9,PASS_RIGHT_SIDE,125,459,133,468
1277104314Image000012.jpg,10,11,100_SIGN,31,465,41,476
1277104314Image000012.jpg,13,21,STOP,350,455,363,476
1277104314Image000012.jpg,10,10,100_SIGN,198,459,208,469
1277104314Image000012.jpg,8,8,PRIORITY_ROAD,201,470,209,478
1277104314Image000012.jpg,8,9,PASS_RIGHT_SIDE,125,459,133,468
1277104314Image000012.jpg,10,11,100_SIGN,31,465,41,476
1277104314Image000012.jpg,13,21,STOP,350,455,363,476
1277104314Image000012.jpg,10,10,100_SIGN,198,459,208,469
1277104314Image000012.jpg,8,8,PRIORITY_ROAD,201,470,209,478
1277104314Image000012.jpg,8,9,PASS_RIGHT_SIDE,125,459,133,468
1277104314Image000012.jpg,10,11,100_SIGN,31,465,41,476
1277104314Image000017.jpg,13,23,STOP,385,454,398,477
1277104314Image000017.jpg,10,11,100_SIGN,211,458,221,469
1277104314Image000017.jpg,8,9,PRIORITY_ROAD,213,469,221,478
1277104314Image000017.jpg,10,10,PASS_RIGHT_SIDE,121,457,131,467
1277104314Image000017.jpg,10,9,100_SIGN,32,464,42,473
1277104314Image000017.jpg,13,23,STOP,385,454,398,477
1277104314Image000017.jpg,10,11,100_SIGN,211,458,221,469
1277104314Image000017.jpg,8,9,PRIORITY_ROAD,213,469,221,478
1277104314Image000017.jpg,10,10,PASS_RIGHT_SIDE,121,457,131,467
1277104314Image000017.jpg,10,9,100_SIGN,32,464,42,473
1277104314Image000017.jpg,13,23,STOP,385,454,398,477
1277104314Image000017.jpg,10,11,100_SIGN,211,458,221,469
1277104314Image000017.jpg,8,9,PRIORITY_ROAD,213,469,221,478
1277104314Image000017.jpg,10,10,PASS_RIGHT_SIDE,121,457,131,467
1277104314Image000017.jpg,10,9,100_SIGN,32,464,42,473
1277104314Image000017.jpg,13,23,STOP,385,454,398,477
1277104314Image000017.jpg,10,11,100_SIGN,211,458,221,469
1277104314Image000017.jpg,8,9,PRIORITY_ROAD,213,469,221,478
1277104314Image000017.jpg,10,10,PASS_RIGHT_SIDE,121,457,131,467
1277104314Image000017.jpg,10,9,100_SIGN,32,464,42,473
1277104314Image000017.jpg,13,23,STOP,385,454,398,477
1277104314Image000017.jpg,10,11,100_SIGN,211,458,221,469
1277104314Image000017.jpg,8,9,PRIORITY_ROAD,213,469,221,478
1277104314Image000017.jpg,10,10,PASS_RIGHT_SIDE,121,457,131,467
1277104314Image000017.jpg,10,9,100_SIGN,32,464,42,473
1277104314Image000017.jpg,13,23,STOP,385,454,398,477
1277104314Image000017.jpg,10,11,100_SIGN,211,458,221,469
1277104314Image000017.jpg,8,9,PRIORITY_ROAD,213,469,221,478
1277104314Image000017.jpg,10,10,PASS_RIGHT_SIDE,121,457,131,467
1277104314Image000017.jpg,10,9,100_SIGN,32,464,42,473
1277104314Image000022.jpg,17,26,STOP,420,448,437,474
1277104314Image000022.jpg,11,11,100_SIGN,218,456,229,467
1277104314Image000022.jpg,9,10,PRIORITY_ROAD,219,466,228,476
1277104314Image000022.jpg,16,15,PASS_RIGHT_SIDE,108,452,124,467
1277104314Image000022.jpg,14,11,100_SIGN,24,463,38,474
1277104314Image000022.jpg,17,26,STOP,420,448,437,474
1277104314Image000022.jpg,11,11,100_SIGN,218,456,229,467
1277104314Image000022.jpg,9,10,PRIORITY_ROAD,219,466,228,476
1277104314Image000022.jpg,16,15,PASS_RIGHT_SIDE,108,452,124,467
1277104314Image000022.jpg,14,11,100_SIGN,24,463,38,474
1277104314Image000022.jpg,17,26,STOP,420,448,437,474
1277104314Image000022.jpg,11,11,100_SIGN,218,456,229,467
1277104314Image000022.jpg,9,10,PRIORITY_ROAD,219,466,228,476
1277104314Image000022.jpg,16,15,PASS_RIGHT_SIDE,108,452,124,467
1277104314Image000022.jpg,14,11,100_SIGN,24,463,38,474
1277104314Image000022.jpg,17,26,STOP,420,448,437,474
1277104314Image000022.jpg,11,11,100_SIGN,218,456,229,467
1277104314Image000022.jpg,9,10,PRIORITY_ROAD,219,466,228,476
1277104314Image000022.jpg,16,15,PASS_RIGHT_SIDE,108,452,124,467
1277104314Image000022.jpg,14,11,100_SIGN,24,463,38,474
1277104314Image000022.jpg,17,26,STOP,420,448,437,474
1277104314Image000022.jpg,11,11,100_SIGN,218,456,229,467
1277104314Image000022.jpg,9,10,PRIORITY_ROAD,219,466,228,476
1277104314Image000022.jpg,16,15,PASS_RIGHT_SIDE,108,452,124,467
1277104314Image000022.jpg,14,11,100_SIGN,24,463,38,474
1277104314Image000022.jpg,17,26,STOP,420,448,437,474
1277104314Image000022.jpg,11,11,100_SIGN,218,456,229,467
1277104314Image000022.jpg,9,10,PRIORITY_ROAD,219,466,228,476
1277104314Image000022.jpg,16,15,PASS_RIGHT_SIDE,108,452,124,467
1277104314Image000022.jpg,14,11,100_SIGN,24,463,38,474
1277104314Image000027.jpg,17,34,STOP,471,440,488,474
1277104314Image000027.jpg,12,14,100_SIGN,227,453,239,467
1277104314Image000027.jpg,11,9,PRIORITY_ROAD,229,467,240,476
1277104314Image000027.jpg,16,15,PASS_RIGHT_SIDE,97,448,113,463
1277104314Image000027.jpg,13,12,100_SIGN,22,463,35,475
1277104314Image000027.jpg,17,34,STOP,471,440,488,474
1277104314Image000027.jpg,12,14,100_SIGN,227,453,239,467
1277104314Image000027.jpg,11,9,PRIORITY_ROAD,229,467,240,476
1277104314Image000027.jpg,16,15,PASS_RIGHT_SIDE,97,448,113,463
1277104314Image000027.jpg,13,12,100_SIGN,22,463,35,475
1277104314Image000027.jpg,17,34,STOP,471,440,488,474
1277104314Image000027.jpg,12,14,100_SIGN,227,453,239,467
1277104314Image000027.jpg,11,9,PRIORITY_ROAD,229,467,240,476
1277104314Image000027.jpg,16,15,PASS_RIGHT_SIDE,97,448,113,463
1277104314Image000027.jpg,13,12,100_SIGN,22,463,35,475
1277104314Image000027.jpg,17,34,STOP,471,440,488,474
1277104314Image000027.jpg,12,14,100_SIGN,227,453,239,467
1277104314Image000027.jpg,11,9,PRIORITY_ROAD,229,467,240,476
1277104314Image000027.jpg,16,15,PASS_RIGHT_SIDE,97,448,113,463
1277104314Image000027.jpg,13,12,100_SIGN,22,463,35,475
1277104314Image000027.jpg,17,34,STOP,471,440,488,474
1277104314Image000027.jpg,12,14,100_SIGN,227,453,239,467
1277104314Image000027.jpg,11,9,PRIORITY_ROAD,229,467,240,476
1277104314Image000027.jpg,16,15,PASS_RIGHT_SIDE,97,448,113,463
1277104314Image000027.jpg,13,12,100_SIGN,22,463,35,475
1277104314Image000027.jpg,17,34,STOP,471,440,488,474
1277104314Image000027.jpg,12,14,100_SIGN,227,453,239,467
1277104314Image000027.jpg,11,9,PRIORITY_ROAD,229,467,240,476
1277104314Image000027.jpg,16,15,PASS_RIGHT_SIDE,97,448,113,463
1277104314Image000027.jpg,13,12,100_SIGN,22,463,35,475
1277104314Image000032.jpg,22,44,STOP,561,429,583,473
1277104314Image000032.jpg,15,13,100_SIGN,237,451,252,464
1277104314Image000032.jpg,11,10,PRIORITY_ROAD,240,465,251,475
1277104314Image000032.jpg,20,20,PASS_RIGHT_SIDE,66,437,86,457
1277104314Image000032.jpg,12,12,100_SIGN,15,461,27,473
1277104314Image000032.jpg,22,44,STOP,561,429,583,473
1277104314Image000032.jpg,15,13,100_SIGN,237,451,252,464
1277104314Image000032.jpg,11,10,PRIORITY_ROAD,240,465,251,475
1277104314Image000032.jpg,20,20,PASS_RIGHT_SIDE,66,437,86,457
1277104314Image000032.jpg,12,12,100_SIGN,15,461,27,473
1277104314Image000032.jpg,22,44,STOP,561,429,583,473
1277104314Image000032.jpg,15,13,100_SIGN,237,451,252,464
1277104314Image000032.jpg,11,10,PRIORITY_ROAD,240,465,251,475
1277104314Image000032.jpg,20,20,PASS_RIGHT_SIDE,66,437,86,457
1277104314Image000032.jpg,12,12,100_SIGN,15,461,27,473
1277104314Image000032.jpg,22,44,STOP,561,429,583,473
1277104314Image000032.jpg,15,13,100_SIGN,237,451,252,464
1277104314Image000032.jpg,11,10,PRIORITY_ROAD,240,465,251,475
1277104314Image000032.jpg,20,20,PASS_RIGHT_SIDE,66,437,86,457
1277104314Image000032.jpg,12,12,100_SIGN,15,461,27,473
1277104314Image000032.jpg,22,44,STOP,561,429,583,473
1277104314Image000032.jpg,15,13,100_SIGN,237,451,252,464
1277104314Image000032.jpg,11,10,PRIORITY_ROAD,240,465,251,475
1277104314Image000032.jpg,20,20,PASS_RIGHT_SIDE,66,437,86,457
1277104314Image000032.jpg,12,12,100_SIGN,15,461,27,473
1277104314Image000032.jpg,22,44,STOP,561,429,583,473
1277104314Image000032.jpg,15,13,100_SIGN,237,451,252,464
1277104314Image000032.jpg,11,10,PRIORITY_ROAD,240,465,251,475
1277104314Image000032.jpg,20,20,PASS_RIGHT_SIDE,66,437,86,457
1277104314Image000032.jpg,12,12,100_SIGN,15,461,27,473
1277104314Image000037.jpg,27,56,STOP,654,418,681,474
1277104314Image000037.jpg,15,14,100_SIGN,245,448,260,462
1277104314Image000037.jpg,12,11,PRIORITY_ROAD,247,463,259,474
1277104314Image000037.jpg,24,23,PASS_RIGHT_SIDE,32,428,56,451
1277104314Image000037.jpg,13,14,100_SIGN,8,458,21,472
1277104314Image000037.jpg,27,56,STOP,654,418,681,474
1277104314Image000037.jpg,15,14,100_SIGN,245,448,260,462
1277104314Image000037.jpg,12,11,PRIORITY_ROAD,247,463,259,474
1277104314Image000037.jpg,24,23,PASS_RIGHT_SIDE,32,428,56,451
1277104314Image000037.jpg,13,14,100_SIGN,8,458,21,472
1277104314Image000037.jpg,27,56,STOP,654,418,681,474
1277104314Image000037.jpg,15,14,100_SIGN,245,448,260,462
1277104314Image000037.jpg,12,11,PRIORITY_ROAD,247,463,259,474
1277104314Image000037.jpg,24,23,PASS_RIGHT_SIDE,32,428,56,451
1277104314Image000037.jpg,13,14,100_SIGN,8,458,21,472
1277104314Image000037.jpg,27,56,STOP,654,418,681,474
1277104314Image000037.jpg,15,14,100_SIGN,245,448,260,462
1277104314Image000037.jpg,12,11,PRIORITY_ROAD,247,463,259,474
1277104314Image000037.jpg,24,23,PASS_RIGHT_SIDE,32,428,56,451
1277104314Image000037.jpg,13,14,100_SIGN,8,458,21,472
1277104314Image000037.jpg,27,56,STOP,654,418,681,474
1277104314Image000037.jpg,15,14,100_SIGN,245,448,260,462
1277104314Image000037.jpg,12,11,PRIORITY_ROAD,247,463,259,474
1277104314Image000037.jpg,24,23,PASS_RIGHT_SIDE,32,428,56,451
1277104314Image000037.jpg,13,14,100_SIGN,8,458,21,472
1277104314Image000037.jpg,27,56,STOP,654,418,681,474
1277104314Image000037.jpg,15,14,100_SIGN,245,448,260,462
1277104314Image000037.jpg,12,11,PRIORITY_ROAD,247,463,259,474
1277104314Image000037.jpg,24,23,PASS_RIGHT_SIDE,32,428,56,451
1277104314Image000037.jpg,13,14,100_SIGN,8,458,21,472
1277104314Image000042.jpg,27,72,STOP,803,392,830,464
1277104314Image000042.jpg,16,16,100_SIGN,250,444,266,460
1277104314Image000042.jpg,15,12,PRIORITY_ROAD,251,460,266,472
1277104314Image000042.jpg,27,72,STOP,803,392,830,464
1277104314Image000042.jpg,16,16,100_SIGN,250,444,266,460
1277104314Image000042.jpg,15,12,PRIORITY_ROAD,251,460,266,472
1277104314Image000042.jpg,27,72,STOP,803,392,830,464
1277104314Image000042.jpg,16,16,100_SIGN,250,444,266,460
1277104314Image000042.jpg,15,12,PRIORITY_ROAD,251,460,266,472
1277104314Image000042.jpg,27,72,STOP,803,392,830,464
1277104314Image000042.jpg,16,16,100_SIGN,250,444,266,460
1277104314Image000042.jpg,15,12,PRIORITY_ROAD,251,460,266,472
1277104314Image000047.jpg,17,20,100_SIGN,280,440,297,460
1277104314Image000047.jpg,16,15,PRIORITY_ROAD,280,458,296,473
1277104314Image000047.jpg,17,20,100_SIGN,280,440,297,460
1277104314Image000047.jpg,16,15,PRIORITY_ROAD,280,458,296,473
1277104314Image000047.jpg,17,20,100_SIGN,280,440,297,460
1277104314Image000047.jpg,16,15,PRIORITY_ROAD,280,458,296,473
1277104314Image000052.jpg,19,18,100_SIGN,292,437,311,455
1277104314Image000052.jpg,17,15,PRIORITY_ROAD,295,456,312,471
1277104314Image000052.jpg,19,18,100_SIGN,292,437,311,455
1277104314Image000052.jpg,17,15,PRIORITY_ROAD,295,456,312,471
1277104314Image000052.jpg,19,18,100_SIGN,292,437,311,455
1277104314Image000052.jpg,17,15,PRIORITY_ROAD,295,456,312,471
1277104314Image000057.jpg,21,21,100_SIGN,309,432,330,453
1277104314Image000057.jpg,20,18,PRIORITY_ROAD,311,453,331,471
1277104314Image000057.jpg,21,21,100_SIGN,309,432,330,453
1277104314Image000057.jpg,20,18,PRIORITY_ROAD,311,453,331,471
1277104314Image000057.jpg,21,21,100_SIGN,309,432,330,453
1277104314Image000057.jpg,20,18,PRIORITY_ROAD,311,453,331,471
1277104314Image000062.jpg,22,22,100_SIGN,328,419,350,441
1277104314Image000062.jpg,20,20,PRIORITY_ROAD,330,442,350,462
1277104314Image000062.jpg,22,22,100_SIGN,328,419,350,441
1277104314Image000062.jpg,20,20,PRIORITY_ROAD,330,442,350,462
1277104314Image000062.jpg,22,22,100_SIGN,328,419,350,441
1277104314Image000062.jpg,20,20,PRIORITY_ROAD,330,442,350,462
1277104314Image000067.jpg,26,28,100_SIGN,340,412,366,440
1277104314Image000067.jpg,24,22,PRIORITY_ROAD,344,442,368,464
1277104314Image000067.jpg,26,28,100_SIGN,340,412,366,440
1277104314Image000067.jpg,24,22,PRIORITY_ROAD,344,442,368,464
1277104314Image000067.jpg,26,28,100_SIGN,340,412,366,440
1277104314Image000067.jpg,24,22,PRIORITY_ROAD,344,442,368,464
1277104314Image000072.jpg,31,29,100_SIGN,363,401,394,430
1277104314Image000072.jpg,27,26,PRIORITY_ROAD,365,431,392,457
1277104314Image000072.jpg,31,29,100_SIGN,363,401,394,430
1277104314Image000072.jpg,27,26,PRIORITY_ROAD,365,431,392,457
1277104314Image000072.jpg,31,29,100_SIGN,363,401,394,430
1277104314Image000072.jpg,27,26,PRIORITY_ROAD,365,431,392,457
1277104314Image000077.jpg,47,48,100_SIGN,447,349,494,397
1277104314Image000077.jpg,46,46,PRIORITY_ROAD,447,400,493,446
1277104314Image000077.jpg,47,48,100_SIGN,447,349,494,397
1277104314Image000077.jpg,46,46,PRIORITY_ROAD,447,400,493,446
1277104314Image000077.jpg,47,48,100_SIGN,447,349,494,397
1277104314Image000077.jpg,46,46,PRIORITY_ROAD,447,400,493,446
1277104314Image000082.jpg,70,71,100_SIGN,533,288,603,359
1277104314Image000082.jpg,61,62,PRIORITY_ROAD,539,364,600,426
1277104314Image000082.jpg,70,71,100_SIGN,533,288,603,359
1277104314Image000082.jpg,61,62,PRIORITY_ROAD,539,364,600,426
1277104314Image000082.jpg,70,71,100_SIGN,533,288,603,359
1277104314Image000082.jpg,61,62,PRIORITY_ROAD,539,364,600,426
1277104314Image000087.jpg,109,118,100_SIGN,764,152,873,270
1277104314Image000087.jpg,100,112,PRIORITY_ROAD,767,275,867,387
1277104314Image000087.jpg,109,118,100_SIGN,764,152,873,270
1277104314Image000087.jpg,100,112,PRIORITY_ROAD,767,275,867,387
1277104314Image000087.jpg,109,118,100_SIGN,764,152,873,270
1277104314Image000087.jpg,100,112,PRIORITY_ROAD,767,275,867,387
1277104375Image000003.jpg,19,44,STOP,726,360,745,404
1277104375Image000003.jpg,14,15,PRIORITY_ROAD,322,457,336,472
1277104375Image000003.jpg,31,30,PASS_RIGHT_SIDE,22,434,53,464
1277104375Image000003.jpg,19,44,STOP,726,360,745,404
1277104375Image000003.jpg,14,15,PRIORITY_ROAD,322,457,336,472
1277104375Image000003.jpg,31,30,PASS_RIGHT_SIDE,22,434,53,464
1277104375Image000003.jpg,19,44,STOP,726,360,745,404
1277104375Image000003.jpg,14,15,PRIORITY_ROAD,322,457,336,472
1277104375Image000003.jpg,31,30,PASS_RIGHT_SIDE,22,434,53,464
1277104375Image000003.jpg,19,44,STOP,726,360,745,404
1277104375Image000003.jpg,14,15,PRIORITY_ROAD,322,457,336,472
1277104375Image000003.jpg,31,30,PASS_RIGHT_SIDE,22,434,53,464
1277104375Image000008.jpg,19,65,STOP,956,301,975,366
1277104375Image000008.jpg,18,18,PRIORITY_ROAD,336,452,354,470
1277104375Image000008.jpg,19,65,STOP,956,301,975,366
1277104375Image000008.jpg,18,18,PRIORITY_ROAD,336,452,354,470
1277104375Image000008.jpg,19,65,STOP,956,301,975,366
1277104375Image000008.jpg,18,18,PRIORITY_ROAD,336,452,354,470
1277104375Image000013.jpg,20,20,PRIORITY_ROAD,357,442,377,462
1277104375Image000013.jpg,20,20,PRIORITY_ROAD,357,442,377,462
1277104375Image000018.jpg,27,24,PRIORITY_ROAD,372,431,399,455
1277104375Image000018.jpg,27,24,PRIORITY_ROAD,372,431,399,455
1277104375Image000023.jpg,34,32,PRIORITY_ROAD,434,415,468,447
1277104375Image000023.jpg,34,32,PRIORITY_ROAD,434,415,468,447
1277104375Image000033.jpg,82,88,PRIORITY_ROAD,789,316,871,404
1277104375Image000033.jpg,82,88,PRIORITY_ROAD,789,316,871,404
1277104432Image000003.jpg,13,13,70_SIGN,363,421,376,434
1277104432Image000003.jpg,13,11,70_SIGN,129,429,142,440
1277104432Image000003.jpg,7,6,70_SIGN,386,418,393,424
1277104432Image000003.jpg,7,6,70_SIGN,276,419,283,425
1277104432Image000003.jpg,13,13,70_SIGN,363,421,376,434
1277104432Image000003.jpg,13,11,70_SIGN,129,429,142,440
1277104432Image000003.jpg,7,6,70_SIGN,386,418,393,424
1277104432Image000003.jpg,7,6,70_SIGN,276,419,283,425
1277104432Image000003.jpg,13,13,70_SIGN,363,421,376,434
1277104432Image000003.jpg,13,11,70_SIGN,129,429,142,440
1277104432Image000003.jpg,7,6,70_SIGN,386,418,393,424
1277104432Image000003.jpg,7,6,70_SIGN,276,419,283,425
1277104432Image000003.jpg,13,13,70_SIGN,363,421,376,434
1277104432Image000003.jpg,13,11,70_SIGN,129,429,142,440
1277104432Image000003.jpg,7,6,70_SIGN,386,418,393,424
1277104432Image000003.jpg,7,6,70_SIGN,276,419,283,425
1277104432Image000003.jpg,13,13,70_SIGN,363,421,376,434
1277104432Image000003.jpg,13,11,70_SIGN,129,429,142,440
1277104432Image000003.jpg,7,6,70_SIGN,386,418,393,424
1277104432Image000003.jpg,7,6,70_SIGN,276,419,283,425
1277104432Image000008.jpg,15,14,70_SIGN,356,410,371,424
1277104432Image000008.jpg,7,7,70_SIGN,373,410,380,417
1277104432Image000008.jpg,15,13,70_SIGN,96,419,111,432
1277104432Image000008.jpg,7,8,70_SIGN,260,411,267,419
1277104432Image000008.jpg,15,14,70_SIGN,356,410,371,424
1277104432Image000008.jpg,7,7,70_SIGN,373,410,380,417
1277104432Image000008.jpg,15,13,70_SIGN,96,419,111,432
1277104432Image000008.jpg,7,8,70_SIGN,260,411,267,419
1277104432Image000008.jpg,15,14,70_SIGN,356,410,371,424
1277104432Image000008.jpg,7,7,70_SIGN,373,410,380,417
1277104432Image000008.jpg,15,13,70_SIGN,96,419,111,432
1277104432Image000008.jpg,7,8,70_SIGN,260,411,267,419
1277104432Image000008.jpg,15,14,70_SIGN,356,410,371,424
1277104432Image000008.jpg,7,7,70_SIGN,373,410,380,417
1277104432Image000008.jpg,15,13,70_SIGN,96,419,111,432
1277104432Image000008.jpg,7,8,70_SIGN,260,411,267,419
1277104432Image000008.jpg,15,14,70_SIGN,356,410,371,424
1277104432Image000008.jpg,7,7,70_SIGN,373,410,380,417
1277104432Image000008.jpg,15,13,70_SIGN,96,419,111,432
1277104432Image000008.jpg,7,8,70_SIGN,260,411,267,419
1277104432Image000013.jpg,16,15,70_SIGN,360,402,376,417
1277104432Image000013.jpg,7,6,70_SIGN,250,410,257,416
1277104432Image000013.jpg,16,16,70_SIGN,71,415,87,431
1277104432Image000013.jpg,16,15,70_SIGN,360,402,376,417
1277104432Image000013.jpg,7,6,70_SIGN,250,410,257,416
1277104432Image000013.jpg,16,16,70_SIGN,71,415,87,431
1277104432Image000013.jpg,16,15,70_SIGN,360,402,376,417
1277104432Image000013.jpg,7,6,70_SIGN,250,410,257,416
1277104432Image000013.jpg,16,16,70_SIGN,71,415,87,431
1277104432Image000013.jpg,16,15,70_SIGN,360,402,376,417
1277104432Image000013.jpg,7,6,70_SIGN,250,410,257,416
1277104432Image000013.jpg,16,16,70_SIGN,71,415,87,431
1277104432Image000018.jpg,18,17,70_SIGN,367,404,385,421
1277104432Image000018.jpg,6,8,70_SIGN,363,415,369,423
1277104432Image000018.jpg,7,8,70_SIGN,238,417,245,425
1277104432Image000018.jpg,19,20,70_SIGN,27,415,46,435
1277104432Image000018.jpg,18,17,70_SIGN,367,404,385,421
1277104432Image000018.jpg,6,8,70_SIGN,363,415,369,423
1277104432Image000018.jpg,7,8,70_SIGN,238,417,245,425
1277104432Image000018.jpg,19,20,70_SIGN,27,415,46,435
1277104432Image000018.jpg,18,17,70_SIGN,367,404,385,421
1277104432Image000018.jpg,6,8,70_SIGN,363,415,369,423
